date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,unfilled_orders,stale_valuation_positions,fold,selected_params
2023-09-12,-1591.9875,0.5026886978669441,-3911.0,1590.0,0.0,1.9875,0.0,1.9875,-3912.9875000000466,1104393.2405000003,555166.0,549227.2405000003,104393.2405000003,0.10439324050000032,4,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-13,917.7269999999999,0.5018756378258872,46.0,1552.0,2476.0,1.94,4.333,6.273,39.7269999999553,1104432.9675000003,554288.0,550144.9675000004,104432.96750000026,0.1044329675000002,3,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-14,7675.544249999999,0.5013919431981737,14336.0,0.0,7688.999999999999,0.0,13.455749999999998,13.455749999999998,14322.544250000268,1118755.5117500005,560935.0,557820.5117500004,118755.51175000053,0.11875551175000054,3,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-15,0.0,0.5040958541580438,6100.0,0.0,0.0,0.0,0.0,0.0,6100.0,1124855.5117500005,567035.0,557820.5117500004,124855.51175000053,0.12485551175000054,5,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-18,-4449.81675,0.507353720452472,-1583.0,6195.0,1755.9999999999998,7.74375,3.0729999999999995,10.816749999999999,-1593.816750000231,1123261.6950000003,569891.0,553370.6950000004,123261.6950000003,0.12326169500000028,2,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-19,2583.471,0.5044689859832897,-1321.0,0.0,2588.0,0.0,4.529,4.529,-1325.528999999864,1121936.1660000004,565982.0,555954.1660000004,121936.16600000043,0.12193616600000046,4,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-21,-429774.5475,0.4294684302125594,0.0,429238.0,0.0,536.5475,0.0,536.5475,-536.5474999998696,999463.4525000001,429238.0,570225.4525000001,-536.5474999998696,-0.0005365474999998732,0,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-22,-1750.185,0.43146859997354686,440.0,1748.0,0.0,2.185,0.0,2.185,437.8149999999441,999901.2675000001,431426.0,568475.2675000001,-98.7324999999255,-9.873249999992062e-05,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-25,0.0,0.43217901416779236,1251.0,0.0,0.0,0.0,0.0,0.0,1251.0,1001152.2675000001,432677.0,568475.2675000001,1152.2675000000745,0.0011522674999999705,5,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-26,-838.0462499999999,0.4311164808249661,-3342.0,836.9999999999999,0.0,1.04625,0.0,1.04625,-3343.046250000014,997809.2212500001,430172.0,567637.2212500001,-2190.7787499999395,-0.0021907787499999554,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-27,-3364.2,0.43171547033111357,-4864.0,3360.0,0.0,4.2,0.0,4.2,-4868.20000000007,992941.02125,428668.0,564273.02125,-7058.978750000009,-0.007058978750000056,3,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-28,0.0,0.4337632818439651,3591.0,0.0,0.0,0.0,0.0,0.0,3591.0,996532.02125,432259.0,564273.02125,-3467.9787500000093,-0.0034679787500000447,5,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-09,0.0,0.4393577101328285,9944.0,0.0,0.0,0.0,0.0,0.0,9944.0,1006476.02125,442203.0,564273.02125,6476.021249999991,0.006476021249999908,5,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-10,877.4617499999999,0.439537496086125,1890.0,0.0,878.9999999999999,0.0,1.53825,1.53825,1888.4617500000168,1008364.483,443214.0,565150.483,8364.483000000007,0.008364483000000034,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-11,1814.8185,0.4370403263106414,-1246.0,0.0,1818.0,0.0,3.1815,3.1815,-1249.1814999999478,1007115.3015000001,440150.0,566965.3015000001,7115.30150000006,0.00711530150000006,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-12,-2523.15,0.4400426318946966,897.0,2520.0,0.0,3.15,0.0,3.15,893.8499999999767,1008009.1515,443567.0,564442.1515,8009.151500000036,0.008009151500000034,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-13,4686.78375,0.4383854313144691,5379.0,0.0,4695.0,0.0,8.21625,8.21625,5370.783749999944,1013379.93525,444251.0,569128.93525,13379.93524999998,0.013379935249999919,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-16,4955.313,0.43730208377457913,6864.0,0.0,4964.0,0.0,8.687,8.687,6855.3129999999655,1020235.24825,446151.0,574084.24825,20235.248249999946,0.020235248249999893,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-10-17,-882.10125,0.4397147514812821,2820.0,881.0,0.0,1.10125,0.0,1.10125,2818.898750000051,1023054.147,449852.0,573202.147,23054.146999999997,0.02305414700000008,4,0,3,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
