date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,fold,selected_params
2023-08-01,0.0,0.1933758672022555,7452.0,0.0,0.0,0.0,0.0,0.0,7452.0,1152455.0773800001,222857.0,929598.0773800001,152455.07738000015,0.1524550773800002,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-02,-1438.88885,0.192543585779508,-2966.0,1435.0,0.0,3.8888499999999997,0.0,3.8888499999999997,-2969.8888499999885,1149485.1885300002,221326.0,928159.1885300002,149485.18853000016,0.14948518853000015,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-03,0.0,0.19092823682589588,-2295.0,0.0,0.0,0.0,0.0,0.0,-2295.0,1147190.1885300002,219031.0,928159.1885300002,147190.18853000016,0.1471901885300002,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-04,-1414.82381,0.20080366573061026,12409.0,1411.0,0.0,3.8238099999999995,0.0,3.8238099999999995,12405.176190000027,1159595.3647200002,232851.0,926744.3647200002,159595.3647200002,0.15959536472000013,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-07,2335.47897,0.20195022759798248,4600.0,0.0,2343.0,0.0,7.52103,7.52103,4592.478970000055,1164187.8436900002,235108.0,929079.8436900002,164187.84369000024,0.16418784369000017,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-08,-204535.31488,0.37391948488048354,-5006.0,432726.0,230102.0,1172.6874599999999,738.6274199999998,1911.3148799999997,-6917.3148800001945,1157270.52881,432726.0,724544.52881,157270.52881000005,0.15727052881000003,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-09,0.0,0.375625995956007,3163.0,0.0,0.0,0.0,0.0,0.0,3163.0,1160433.52881,435889.0,724544.52881,160433.52881000005,0.16043352881000006,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-10,0.0,0.3800399582706092,8262.0,0.0,0.0,0.0,0.0,0.0,8262.0,1168695.52881,444151.0,724544.52881,168695.52881000005,0.16869552881000005,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-11,-8632.33039,0.3794341449465147,-15028.0,8609.0,0.0,23.330389999999998,0.0,23.330389999999998,-15051.330390000017,1153644.19842,437732.0,715912.19842,153644.19842000003,0.1536441984200001,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-14,-3777.20857,0.38146483735858083,-2309.0,3767.0,0.0,10.208569999999998,0.0,10.208569999999998,-2319.208570000017,1151324.98985,439190.0,712134.98985,151324.98985,0.15132498984999998,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
