snapshot_at,h_code,name,h_price,akshare_ah_premium_or_ratio,match_name,a_symbol,a_code,a_name,a_trade_date,a_close,a_h_price_ratio_without_fx,note,source_columns
,06680,金力永磁,19.09,,金力永磁,SZ.300748,300748.SZ,金力永磁,2026-05-29,32.27,1.6904138292299635,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00914,海螺水泥,19.03,,海螺水泥,SH.600585,600585.SH,海螺水泥,2026-05-29,20.15,1.0588544403573303,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03993,洛阳钼业,18.25,,洛阳钼业,SH.603993,603993.SH,洛阳钼业,2026-05-29,18.51,1.0142465753424659,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06826,昊海生物科技,18.23,,昊海生物科技,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06127,昭衍新药,17.99,,昭衍新药,SH.603127,603127.SH,昭衍新药,2026-05-29,35.17,1.954974986103391,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03759,康龙化成,17.52,,康龙化成,SZ.300759,300759.SZ,康龙化成,2026-05-29,25.1,1.4326484018264842,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02196,复星医药,17.02,,复星医药,SH.600196,600196.SH,复星医药,2026-05-29,23.25,1.3660399529964748,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02218,安德利果汁,16.9,,安德利果汁,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02715,埃斯顿,16.84,,埃斯顿,SZ.002747,002747.SZ,埃斯顿,2026-05-29,27.72,1.6460807600950118,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00564,中创智领,16.66,,中创智领,SH.601717,601717.SH,中创智领,2026-05-29,18.16,1.0900360144057624,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00995,安徽皖通高速公路,16.21,,安徽皖通高速公路,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01776,广发证券,16.15,,广发证券,SZ.000776,000776.SZ,广发证券,2026-05-29,18.89,1.1696594427244584,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00699,均胜电子,16.06,,均胜电子,SH.600699,600699.SH,均胜电子,2026-05-29,26.22,1.6326276463262765,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01138,中远海能,15.99,,中远海能,SH.600026,600026.SH,中远海能,2026-05-29,19.48,1.2182614133833647,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06886,华泰证券,15.85,,华泰证券,SH.601688,601688.SH,华泰证券,2026-05-29,18.18,1.1470031545741326,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00874,白云山,15.47,,白云山,SH.600332,600332.SH,白云山,2026-05-29,21.52,1.3910795087265675,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02603,吉宏股份,15.42,,吉宏,SZ.002803,002803.SZ,吉宏股份,2026-05-29,21.8,1.4137483787289236,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02402,亿华通,15.34,,亿华通,SH.688339,688339.SH,亿华通,2026-05-29,21.87,1.425684485006519,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,09981,沃尔核材,15.29,,沃尔核材,SZ.002130,002130.SZ,沃尔核材,2026-05-29,21.99,1.4381948986265534,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06655,华新建材,14.66,,华新建材,SH.600801,600801.SH,华新建材,2026-05-29,18.64,1.271487039563438,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06099,招商证券,14.64,,招商证券,SH.600999,600999.SH,招商证券,2026-05-29,16.99,1.16051912568306,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01171,兖矿能源,14.56,,兖矿能源,SH.600188,600188.SH,兖矿能源,2026-05-29,21.8,1.4972527472527473,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00317,中船防务,14.34,,中船防务,SH.600685,600685.SH,中船防务,2026-05-29,28.23,1.9686192468619248,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01919,中远海控,14.17,,中远海控,SH.601919,601919.SH,中远海控,2026-05-29,14.14,0.9978828510938603,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02465,龙蟠科技,14.15,,龙蟠科技,SH.603906,603906.SH,龙蟠科技,2026-05-29,25.24,1.783745583038869,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02208,金风科技,13.71,,金风科技,SZ.002202,002202.SZ,金风科技,2026-05-29,23.42,1.7082421590080235,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02611,国泰海通,13.06,,国泰海通,SH.601211,601211.SH,国泰海通,2026-05-29,15.38,1.1776416539050536,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01898,中煤能源,12.64,,中煤能源,SH.601898,601898.SH,中煤能源,2026-05-29,15.68,1.240506329113924,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02701,国民技术,12.3,,国民技术,SZ.300077,300077.SZ,国民技术,2026-05-29,22.97,1.8674796747967477,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,09969,诺诚健华,11.63,,诺诚健华,SH.688428,688428.SH,诺诚健华,2026-05-29,24.45,2.102321582115219,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06066,中信建投证券,11.35,,中信建投证券,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02607,上海医药,11.35,,上海医药,SH.601607,601607.SH,上海医药,2026-05-29,16.48,1.4519823788546256,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02600,中国铝业,10.9,,中国铝业,SH.601600,601600.SH,中国铝业,2026-05-29,11.42,1.0477064220183485,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00857,中国石油股份,10.89,,中国石油,SH.601857,601857.SH,中国石油,2026-05-29,10.87,0.9981634527089072,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00177,江苏宁沪高速公路,10.5,,江苏宁沪高速公路,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02333,长城汽车,10.41,,长城汽车,SH.601633,601633.SH,长城汽车,2026-05-29,16.89,1.622478386167147,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00638,广和通,9.96,,广和通,SZ.300638,300638.SZ,广和通,2026-05-29,21.35,2.143574297188755,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02039,中集集团,9.83,,中集,SZ.000039,000039.SZ,中集集团,2026-05-29,11.02,1.121057985757884,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00811,新华文轩,9.8,,新华文轩,SH.601811,601811.SH,新华文轩,2026-05-29,12.97,1.323469387755102,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02691,南华期货股份,9.52,,南华期货,SH.603093,603093.SH,南华期货,2026-05-29,22.0,2.3109243697478994,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01858,春立医疗,9.47,,春立医疗,SH.688236,688236.SH,春立医疗,2026-05-29,16.28,1.7191129883843717,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00939,建设银行,8.49,,建设银行,SH.601939,601939.SH,建设银行,2026-05-29,9.96,1.1731448763250885,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06865,福莱特玻璃,8.29,,福莱特玻璃,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00038,第一拖拉机股份,8.26,,第一拖拉机,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01963,重庆银行,8.06,,重庆银行,SH.601963,601963.SH,重庆银行,2026-05-29,12.02,1.4913151364764266,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02883,中海油田服务,7.9,,中海油田服务,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06881,中国银河,7.76,,中国银河,SH.601881,601881.SH,中国银河,2026-05-29,12.28,1.5824742268041236,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06178,光大证券,7.46,,光大证券,SH.601788,601788.SH,光大证券,2026-05-29,14.27,1.9128686327077749,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03328,交通银行,7.3,,交通银行,SH.601328,601328.SH,交通银行,2026-05-29,6.66,0.9123287671232877,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00998,中信银行,7.29,,中信银行,SH.601998,601998.SH,中信银行,2026-05-29,7.42,1.017832647462277,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00902,华能国际电力股份,7.27,,华能国际电力,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01157,中联重科,7.21,,中联重科,SZ.000157,000157.SZ,中联重科,2026-05-29,7.21,1.0,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06198,青岛港,7.18,,青岛港,SH.601298,601298.SH,青岛港,2026-05-29,9.13,1.2715877437325906,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00548,深圳高速公路股份,6.89,,深圳高速公路,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00916,龙源电力,6.77,,龙源电力,SZ.001289,001289.SZ,龙源电力,2026-05-29,18.74,2.7680945347119645,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01398,工商银行,6.64,,工商银行,SH.601398,601398.SH,工商银行,2026-05-29,7.22,1.0873493975903614,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03618,重庆农村商业银行,6.36,,重庆农村商业银行,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00719,山东新华制药股份,6.0,,山东新华制药,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01330,绿色动力环保,5.87,,绿色动力环保,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00107,四川成渝高速公路,5.78,,四川成渝高速公路,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01288,农业银行,5.77,,农业银行,SH.601288,601288.SH,农业银行,2026-05-29,6.32,1.0953206239168112,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03958,东方证券,5.69,,东方证券,SH.600958,600958.SH,东方证券,2026-05-29,9.31,1.6362038664323375,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00568,山东墨龙,5.36,,山东墨龙,SZ.002490,002490.SZ,山东墨龙,2026-05-29,7.79,1.4533582089552237,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03988,中国银行,5.21,,中国银行,SH.601988,601988.SH,中国银行,2026-05-29,5.86,1.124760076775432,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01766,中国中车,5.19,,中国中车,SH.601766,601766.SH,中国中车,2026-05-29,5.77,1.1117533718689787,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00728,中国电信,5.18,,中国电信,SH.601728,601728.SH,中国电信,2026-05-29,6.05,1.167953667953668,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01339,中国人民保险集团,5.18,,中国人民保险,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01658,邮储银行,5.02,,邮储银行,SH.601658,601658.SH,邮储银行,2026-05-29,4.98,0.9920318725099603,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00598,中国外运,4.9,,中国外运,SH.601598,601598.SH,中国外运,2026-05-29,6.07,1.2387755102040816,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00753,中国国航,4.85,,中国国航,SH.601111,601111.SH,中国国航,2026-05-29,6.81,1.4041237113402063,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01186,中国铁建,4.85,,中国铁建,SH.601186,601186.SH,中国铁建,2026-05-29,6.4,1.3195876288659796,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01057,浙江世宝,4.79,,浙江世宝,SZ.002703,002703.SZ,浙江世宝,2026-05-29,18.84,3.933194154488518,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01071,华电国际电力股份,4.68,,华电国际电力,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03866,青岛银行,4.49,,青岛银行,SZ.002948,002948.SZ,青岛银行,2026-05-29,5.59,1.2449888641425388,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00386,中国石油化工股份,4.32,,中国石油化工,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01800,中国交通建设,4.28,,中国交通建设,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02727,上海电气,4.16,,上海电气,SH.601727,601727.SH,上海电气,2026-05-29,8.06,1.9375,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,09989,海普瑞,4.13,,海普瑞,SZ.002399,002399.SZ,海普瑞,2026-05-29,9.94,2.406779661016949,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01456,国联民生,4.03,,国联民生,SH.601456,601456.SH,国联民生,2026-05-29,8.69,2.156327543424317,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
